,Unnamed: 0,id,correct_answer,question,answer0,answer1,answer2,numResults_answer0,numResults_answer1,numResults_answer2,numResults_Qanswer0,numResults_Qanswer1,numResults_Qanswer2,numResults_Q,numResults_Qanswer0_quoted,numResults_Qanswer1_quoted,numResults_Qanswer2_quoted,appearances_answer0,appearances_answer1,appearances_answer2
1837,1837,979072286107013120,Ottoman,Which of these is the name of a piece of furniture AND a vast historical empire?,Ottoman,Credenza,Macedonian,14800000,2260000,67800000,339000,37100,34000,857000,326000,21000,26900,0,0,0
1838,1838,979072189390557184,Nearsighted,"By definition, a myopic person is considered what?",Mopey,Nearsighted,Photographer,48000,410000,703000000,50,122000,31600,512000,709,5130,16500,0,7,0
1839,1839,979071968719798272,Gander,"In an old expression, “what’s good for the goose” is also good for the what?",Gander,People of Wakanda,Goose's social media,4900000,877000,2430000,7330,18,51,9110,5450,0,0,13,0,0
1840,1840,979071736414121985,Tomatoes,What is the main ingredient in ketchup?,Atlantic cod,Melted copper,Tomatoes,2630000,1190000,59600000,15700,51800,2450000,1050000,2340,7,1040000,0,0,6
1841,1841,978802327019802631,Tyler Perry,Which of these celebrities owns an island near the location of the doomed Fyre Festival?,Ja Rule,Steve Martin,Tyler Perry,37100000,39200000,7880000,290,224000,5370,80800,103,12500,5750,0,0,0
1842,1842,978801620250132481,Mise-en-place,"In cooking, what do chefs set up before they make a meal?",Mise-en-chine,Mise-en-scène,Mise-en-place,5870000,2780000,2910000,181000,213000,295000,114000000,5,41600,179000,0,0,0
1843,1843,978801425437417472,Chicago,Which of these Broadway productions ran for the most shows?,Cats,Les Misérables,Chicago,325000000,983000,140000000,105000,32800,103000,728000,200000,18300,413000,0,0,0
1844,1844,978801232109297664,Door opening,"In AOL Instant Messenger, what default sound played when friends appeared online?",Door opening,Car horn,Bicycle bell,300000000,21800000,8790000,57700,22000,2400,15200,391,134,2,2,1,1
1845,1845,978801051078987776,Equine,The wigs worn by barristers in English courts are usually made with which kind of hair?,Equine,Synthetic,Hominine,14600000,107000000,7430,25300,20000,306,484000,304,15900,88,0,1,0
1846,1846,978800868463202318,Yellowstone,Which of these U.S. national parks is home to a supervolcano?,Yosemite,Zion,Yellowstone,5570000,11400000,10100000,32500,1630,220000,24100,5390,2720,218000,0,0,17
1847,1847,978800677446209536,Orange,The flight recorder known as the airplane “black box” is typically what color?,Green,Black,Orange,1850000000,2010000000,1160000000,6810,7820,23900,43300,34100,7820,2140,0,26,7
1848,1848,978800506956021761,Multiplied by itself,"In arithmetic, how is a number squared?",Added to its reciprocal,Multiplied by itself,Divided by antecedent,1660000,2040000,1570000,104000,421000,12200,120000,10,5760,1,0,0,0
1849,1849,978800236918464512,Paperback,"In book publishing, a novel with a soft cover is typically called what?",Paperback,Pillow,Wimpy,40000000,42100000,1710000,108000000,3580000,250000,86100000,3740000,1930000,91900,9,0,0
1850,1850,978800100242845697,Graffiti,Street art that involves spraying paint on walls is known as what?,Peter Griffin,Giraffe,Graffiti,7880000,14500000,24300000,356000,404000,1110000,41200000,1430,336000,1020000,0,0,12
1851,1851,978711419435839490,Wonderwall,Which of these hit rock songs did NOT appear on a debut album?,Last Nite,Buddy Holly,Wonderwall,403000000,4300000,1550000,15800000,656000,107000,11800000,2350,233000,96200,0,0,0
1852,1852,978711120444821506,Nunavut,Which of these Canadian territories stretches farthest north?,Nunavut,Northwest Territories,Yukon,5280000,12700000,15700000,6430,19200,4510,321000,2200,3100,14600,3,2,1
1853,1853,978710883693203458,Rudy Giuliani,Which of these men has been knighted by the Queen of England?,Keith Richards,Hugh Grant,Rudy Giuliani,4390000,11100000,8950000,12500,12300,2790,112000,1540,2540,1820,0,0,0
1854,1854,978710708039897088,"Yes, let’s go.",What is the last spoken line in Samuel Beckett’s “Waiting for Godot”?,"Yes, let’s go.",Let's wait some more.,Is he coming?,96500000,145000000,456000000,6740,2450,11100,6650,122,0,8,0,0,0
1855,1855,978710533091287045,Archbishop,"In the Catholic Church, which of these is considered the most powerful?",Vicar general,Archbishop,Archdeacon,1070000,8100000,191000,50900,1060000,14700,4350000,11300,827000,12300,0,0,0
1856,1856,978710381374865408,Fraggle Rock,“Tales from the Crypt” was originally on the same U.S. network as which show?,Full House,Fraggle Rock,Animaniacs,997000000,336000,548000,53200,3620,824,59600,6590,2570,2410,0,0,0
1857,1857,978710214584258566,Young Miss,What did now-defunct teen magazine YM stand for?,Your Magazine,Young Miss,Yes Mademoiselle,325000000,113000000,749000,981,632,1260,7380,251,153,1,2,0,0
1858,1858,978710055624245248,3… https://t.co/lwzZefju8U,What is the main symptom of the genetic condition known as heterochromia?,Ambidextrousness,Really long toes,3… https://t.co/lwzZefju8U,1900,12100000,9,308,5100,0,32800,75,0,0,0,0,0
1859,1859,978709867421687808,Pro bono,Legal work done without charging a fee is known as what?,Habeas corpus,Affidavit,Pro bono,1730000,3580000,6150000,247000,1300000,1060000,62700000,219000,1590000,434000,0,0,0
1860,1860,978709698147995651,Italy,In which country do people typically answer the phone by saying “Pronto”?,China,Canada,Italy,351000000,458000000,371000000,78500,73700,37000,173000,23300,62500,51800,0,0,3
1861,1861,978709556997120000,Internal Revenue Service,The letters in the federal agency IRS stand for what?,Infinitely Rude Staff,Internal Revenue Service,Incredibly Rare Sneakers,9300,43600000,567000,20300,587000,67700,645000,0,92100,0,0,4,0
1862,1862,978709417247019009,Hose,Firefighters often have which of these things attached to their trucks?,LinkedIn profile,PDFs,Hose,66000000,896000000,26500000,43400,1050000,290000,303000,1970,3890,39800,0,0,6
1863,1863,978454308042805248,Ethiopia,Which of these nations’ capital cities is located at the highest altitude?,Ethiopia,Kenya,Chile,111000000,82300000,168000000,1400000,1860000,757000,64700000,1120000,1760000,644000,0,0,0
1864,1864,978453919704723457,The White Stripes,Which of these duos consists of two people NOT born in the same year?,Simon &amp; Garfunkel,OutKast,The White Stripes,16100,768000,33100000,60700,316000,9700000,4580000,9,22600,20700,0,0,0
1865,1865,978453654083653632,Laos,"Though their designs are similar, which of these countries’ flags has the most colors?",Laos,Palau,Bangladesh,74500000,43900000,146000000,257000,83400,689000,7120000,58600,74600,298000,0,0,0
1866,1866,978453201061113859,Slip��N Slide,Which of these toys debuted in stores during JFK’s presidency?,RC helicopter,G.I. Joe,Slip��N Slide,1820000,6490000,7660000,776,2330,2110,68900,6,419,10,0,0,0
1867,1867,978452995775062016,Jason Alexander,Which of these actors has NOT played a person forced to live inside a bubble?,Jake Gyllenhaal,John Travolta,Jason Alexander,2750000,3550000,21800000,13400,15200,30200,3770000,2490,36500,3630,0,1,0
1868,1868,978452775330832384,I’m a Man,The first Bo Jackson Nike TV ad featured the musical act famous for recording what song?,Revolution,Hustlin’,I’m a Man,223000000,278000,451000000,45900,1930,46200,21900,2150,1820,32,0,0,0
1869,1869,978452564185268225,Library,Which of these was NOT one of the canonical seven wonders of the ancient world?,Lighthouse,Mausoleum,Library,15200000,2500000,994000000,1470,2630,16800,34900,1280,6050,59400,1,0,0
1870,1870,978452378985926659,GS,"For high-end sneakers, which of these acronyms describes shoes that are usually easiest to get?",HTM,GS,PE,199000000,88900000,153000000,867,6980,3660,16700,7460,469,16100,0,0,10
1871,1871,978452094020616194,September 16,What day is Mexico's equivalent to July 4th in the U.S.?,May 5,March 5,September 16,1590000000,756000000,367000000,10900000,2310000,2700000,12200000,226000,406000,74400,2,0,0
1872,1872,978451907877523456,NASA,"Before inventing Nike's air soles, where did the creator work?",NASA,Porsche,Levi's,113000000,20400000,34300000,16300,2520,2610,13800,1150,907,766,2,0,0
1873,1873,978451735457992705,Nitrogen,"By volume, the air we breathe is mostly made up of what element?",Nitrogen,Oxygen,Carbon dioxide,14300000,28100000,8140000,16700,274000,23700,705000,15900,37100,50600,4,7,3
1874,1874,978451480549232641,Blue whale,What is the largest animal ever known to have lived?,Blue whale,Woolly mammoth,Apatosaurus,23700000,393000,125000,1720000,70600,23400,34100000,266000,24400,20400,7,0,0
1875,1875,978451252160974849,Colorways,"In the fashion world, different color combinations for a single design are known as what?",Colorways,Flashschemes,Gridstuffs,3690000,47,23,426000,0,5,30300000,518000,0,0,0,0,0
1876,1876,978451098724859904,Robin Hood,"In a famous folktale, what archer stole from the rich and gave to the poor?",Jumpman,Robin Hood,Mr. Steal Your Girl,849000,14600000,6690000,1,18500,986,11300,1,1620,0,0,17,0
1877,1877,978439500908171266,Aerosol can,Which of these technological breakthroughs was invented by a man?,Windshield wipers,Kevlar,Aerosol can,7850000,4060000,77400000,10700,19900,93200,4330000,8820,19400,675,0,0,0
1878,1878,978439217771671557,Full Metal Jacket,Which of these films earned the dreaded “thumbs down” from Roger Ebert?,Full Metal Jacket,Demolition Man,Junior,12100000,7600000,206000000,104,40,40,157,8,3,5,0,0,0
1879,1879,978439048351113216,Oregon,Which state is home to what is considered the deepest lake in the U.S.?,Minnesota,Michigan,Oregon,38800000,56300000,163000000,290000,109000,213000,879000,204000,61700,71300,0,0,3
1880,1880,978438853823533057,Dream-Land,What Edgar Allan Poe poem allegedly lends its name to a U.S. Air Force facility?,Dream-Land,The Raven,The Haunted Palace,88300000,25800000,1870000,259,135,8780,367,142,51,4,0,0,0
1881,1881,978438687078928384,Persian,"In the Austin Powers films, what type of cat was Mr. Bigglesworth before his cryogenic freeze?",Siamese,Persian,Sphynx,3180000,31700000,994000,6,30,32,207,19,21,19,0,1,0
1882,1882,978438533328367616,My Summer Vacation,Which of these is NOT a “Little Critter” book title?,Just a Mess,My Summer Vacation,I Was So Mad,42100000,60000000,71000000,14600,18500,45200,44800,1670,215,1220,0,0,1
1883,1883,978438314964471809,Puppy squad,"In English, the Chinese term for paparazzi literally translates to what?",Laser focused,Puppy squad,Buzzing insects,7590000,1110000,302000,177,1420,3550,19100,2,2,3,0,1,1
1884,1884,978438133745422337,Bench trial,"In the U.S., a trial without a jury is known as what?",Blank trial,Bench trial,Mistrial,15500000,5220000,209000,137000,798000,61200,28900000,9,35600,52500,0,3,0
1885,1885,978437830698569729,Lymph,Which of these is a common type of node in the human body?,Nymph,Lymph,Dymph,7670000,3680000,6650,20300,1690000,412,5280000,13300,1680000,5,0,26,0
1886,1886,978437675299598336,Ponytail,What hairstyle is named for a part of an animal?,Horseholder,Bowl cut,Ponytail,1810,23300000,9040000,39,1410000,680000,10500000,6,44500,799000,0,0,0
1887,1887,978437524266868738,Credit,What type of card is typically used to make purchases at stores?,Credit,Blockbuster,Birthday,823000000,6840000,187000000,36300000,696000,15100000,39100000,28700000,709000,10500000,26,0,0
1888,1888,978348722823270405,Hilton,The first U.S. hotel to offer room service is now part of what hospitality chain?,Hilton,Four Seasons,Starwood,58200000,212000000,1520000,905000,2440000,187000,6030000,664000,207000,55600,1,0,0
1889,1889,978348550827495430,"Langley, VA",Amtrak trains do NOT stop in which of these places?,Glacier National Park,"Langley, VA",Niagara Falls,6810000,1340000,14700000,943000,17100,494000,60800,58800,761,324000,0,0,0
1890,1890,978348378676396037,Shake Shack,The payment company Square has a board member who runs what fast food chain?,Shake Shack,Five Guys,In-N-Out,2300000,140000000,1050000000,95400,1170000,10200000,10800000,6840,8720,20700,4,0,0
1891,1891,978348144541995009,Argentina,Which of these countries built a city shaped like a First Lady's facial profile?,Argentina,France,North Korea,198000000,470000000,167000000,722000,5070000,5930000,8330000,557000,2620000,1170000,1,0,0
1892,1892,978347971166330881,She’s All That,Which of these films would be considered a “Pygmalion” story?,Romeo + Juliet,She’s the Man,She’s All That,12500000,405000000,447000000,334000,42800,53400,50600,11000,505,1470,0,0,0
1893,1893,978347780061220864,PEMDAS,Which of these is an acronym used to remember the mathematical order of operations?,EMPADS,SADMEP,PEMDAS,3640,612,83400,4,23,2740,304000,0,9,2580,0,0,12
1894,1894,978347611827601410,Pilates,In which type of exercise class would you most likely use a reformer?,Zumba,Pilates,Spin,9130000,14200000,71400000,23500,1520000,271000,760000,15000,405000,56200,0,24,0
1895,1895,978347451814948864,Bombay,“Bollywood” is a portmanteau of what city and Hollywood?,Bombay,Boca Raton,Boston,33500000,17500000,96300000,3200,5,1930,4570,2710,4,138,10,0,0
1896,1896,978347256427499522,Two weeks,The word “fortnight” literally means what?,Nighttime battle,Tomorrow night,Two weeks,849000,140000000,982000000,41400,105000,81100,86700,0,2880,7800,0,0,4
1897,1897,978347085492875266,Scrunchie,A common type of hair tie covered in fabric is known as what?,Scrunchie,Munchie,Lunchie,772000,1880000,36900,16100,6870,338,19800000,9150,2590,52,1,0,0
1898,1898,978346952512475137,Seeds,Trees often grow from what?,AstroTurf,Seeds,Peanut butter,806000,120000000,17500000,17700,11600000,822000,41500000,12500,6000000,630000,0,0,0
1899,1899,978080351632445442,Chicago,Which of these major Hollywood films was shot in Toronto?,L.A. Confidential,Gangs of New York,Chicago,15400000,3690000,140000000,72700,64000,98600,631000,5910,3930,509000,0,0,0
1900,1900,978079515619549186,Paris,The element lutetium gets its name from an old name for what European city?,London,Paris,Helsinki,721000000,233000000,22100000,3340,2730,1350,2330,3110,472,1110,0,10,0
1901,1901,978079276418387970,U of Texas,Which university’s marching band has a giant instrument that used to be radioactive?,U of Chicago,Purdue,U of Texas,76900000,23800000,59700000,5910,9980,6130,11700,8,349,1980,0,3,0
1902,1902,978079030879686656,Game Boy,Which of these was inducted into the National Toy Hall of Fame first?,Wiffle ball,Game Boy,Rubik’s Cube,163000,492000000,2310000,11100,716000,7390,2510000,1910,3670,8460,2,0,0
1903,1903,978078790776705024,Hannibal Hamlin,Which of these vice presidents served under a president carved on Mount Rushmore?,Henry Wallace,Hannibal Hamlin,Elbridge Gerry,7770000,31600,24500,533,133,42,9710,50,178,115,0,0,0
1904,1904,978078572807184384,The Karate Kid,Which of these ’80s movies earned an Oscar nomination?,The Karate Kid,Risky Business,The Breakfast Club,14200000,10000000,57000000,226000,328000,62200,1670000,15500,8700,23500,0,0,0
1905,1905,978078402354835456,Carpenter,"In his first-ever video game appearance, Mario had what profession?",Chef,Carpenter,Plumber,114000000,49000000,58500000,832000,365000,444000,8350000,198000,94400,63700,0,2,6
1906,1906,978078214626127872,Lawyer lips,Which of these terms is a common bicycle part?,Lawyer lips,Fireman fingers,Trainer toes,11100000,585000,18600000,941000,58000,125000,12100000,66,0,1,0,0,0
1907,1907,978078050045825024,Cellphone tower,In which of these would you most likely find a wet cell battery?,TV remote control,Laptop computer,Cellphone tower,30700000,99100000,1030000,1040000,2300000,2350000,2600000,1430,5110,59,0,0,0
1908,1908,978077849121902592,Ghostbusters,The dinosaur genus Zuul gets its name from what film franchise?,Jurassic Park,The Land Before Time,Ghostbusters,14800000,113000000,5750000,126,196,85,126,75,4,62,0,0,5
